"Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E";"sss"
"14.11.2010 10:00";"6.0";"732.1";"747.6";"";"86";"Ветер, дующий с юго-запада";"5";"";"";"100%.";" ";"";"";"5.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"3.9";"Следы осадков";"12";"";"";"";""
"14.11.2010 07:00";"5.5";"729.9";"745.4";"";"83";"Ветер, дующий с юго-запада";"6";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"2.8";"";"";"";"";"";""
"14.11.2010 04:00";"-5.8";"729.0";"744.4";"";"";"Ветер, дующий с юго-запада";"7";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"";"";"";"";"";"";""
"14.11.2010 01:00";"6.6";"728.8";"744.2";"";"82";"Ветер, дующий с юго-запада";"9";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"3.8";"";"";"";"";"";""
"13.11.2010 22:00";"6.7";"728.6";"744.0";"";"85";"Ветер, дующий с западо-юго-запада";"8";"";"";"100%.";"Облака в целом образовывались или развивались. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"7.4";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"4.4";"0.9";"12";"";"";"";""
"13.11.2010 19:00";"6.9";"728.5";"743.8";"";"90";"Ветер, дующий с юго-запада";"7";"";"";"90  или более, но не 100%";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"4.0";"5.3";"0.9";"12";"";"";"";""
"13.11.2010 16:00";"6.8";"727.9";"743.2";"";"88";"Ветер, дующий с юго-запада";"8";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"5.0";"";"";"";"";"";""
"13.11.2010 13:00";"6.9";"727.3";"742.6";"";"86";"Ветер, дующий с западо-юго-запада";"6";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"4.8";"";"";"";"";"";""
"13.11.2010 10:00";"7.4";"726.4";"741.8";"";"95";"Ветер, дующий с юго-запада";"7";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Ливень (ливни).";"Дождь.";"4.2";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"6.7";"6.0";"12";"";"";"";""
"13.11.2010 07:00";"7.0";"728.2";"743.6";"";"97";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"6.6";"6.0";"12";"";"";"";""
"13.11.2010 04:00";"6.1";"730.8";"746.3";"";"97";"Ветер, дующий с юга";"3";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"100-200";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"5.6";"";"";"";"";"";""
"13.11.2010 01:00";"4.3";"733.6";"749.3";"";"95";"Ветер, дующий с юга";"3";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"4.0";"3.6";"";"";"";"";"";""
"12.11.2010 22:00";"5.9";"734.9";"750.5";"";"95";"Ветер, дующий с юго-юго-запада";"3";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"8.2";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"4.0";"5.2";"8.0";"12";"";"";"";""
"12.11.2010 19:00";"7.2";"735.8";"751.3";"";"95";"Ветер, дующий с юго-юго-запада";"3";"";"";"60%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"";"60%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"4.0";"6.5";"8.0";"12";"";"";"";""
"12.11.2010 16:00";"6.7";"735.9";"751.4";"";"97";"Ветер, дующий с юга";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"6.3";"";"";"";"";"";""
"12.11.2010 13:00";"8.1";"737.6";"753.2";"";"81";"Ветер, дующий с юго-юго-запада";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"5.0";"";"";"";"";"";""
"12.11.2010 10:00";"5.9";"739.0";"754.7";"";"74";"Ветер, дующий с юго-юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"6.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"1.7";"";"";"";"";"";""
"12.11.2010 07:00";"6.2";"";"";"";"";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"";"";"";"";"";"";""
"12.11.2010 04:00";"6.5";"739.9";"755.4";"";"85";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"4.2";"";"";"";"";"";""
"12.11.2010 01:00";"7.2";"739.4";"755.0";"";"82";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"60%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"4.4";"";"";"";"";"";""
"11.11.2010 22:00";"8.3";"739.2";"754.7";"";"82";"Ветер, дующий с западо-юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"13.4";"Слоисто-кучевые, образовавшиеся из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"5.4";"0.1";"12";"";"";"";""
"11.11.2010 19:00";"9.2";"738.1";"753.5";"";"78";"Ветер, дующий с западо-юго-запада";"6";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"90  или более, но не 100%";"600-1000";"";"";"10.0";"5.5";"0.1";"12";"";"";"";""
"11.11.2010 16:00";"11.8";"735.4";"750.7";"";"86";"Ветер, дующий с запада";"6";"";"";"90  или более, но не 100%";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"90  или более, но не 100%";"300-600";"";"";"10.0";"9.6";"";"";"";"";"";""
"11.11.2010 13:00";"12.4";"733.7";"749.0";"";"93";"Ветер, дующий с юго-запада";"5";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"90  или более, но не 100%";"300-600";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"11.3";"";"";"";"";"";""
"11.11.2010 10:00";"12.0";"733.4";"748.6";"";"91";"Ветер, дующий с юго-юго-запада";"7";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"11.8";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"100%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"10.5";"";"";"";"";"";""
"11.11.2010 07:00";"11.9";"734.8";"750.1";"";"86";"Ветер, дующий с юга";"6";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"9.7";"";"";"";"";"";""
"11.11.2010 04:00";"12.2";"737.0";"752.3";"";"86";"Ветер, дующий с юга";"6";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"9.9";"";"";"";"";"";""
"11.11.2010 01:00";"12.3";"737.6";"752.8";"";"80";"Ветер, дующий с юго-юго-запада";"6";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"8.9";"";"";"";"";"";""
"10.11.2010 22:00";"12.8";"737.5";"752.8";"";"75";"Ветер, дующий с юга";"7";"";"";"40%.";" ";"";"";"";"12.4";"";"40%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"8.4";"3.0";"12";"";"";"";""
"10.11.2010 19:00";"11.8";"737.2";"752.6";"";"81";"Ветер, дующий с юго-юго-запада";"5";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"8.6";"3.0";"12";"";"";"";""
"10.11.2010 16:00";"10.8";"737.9";"753.3";"";"92";"Ветер, дующий с юго-юго-запада";"5";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"4.0";"9.6";"";"";"";"";"";""
"10.11.2010 13:00";"10.0";"738.9";"754.4";"";"95";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"200-300";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"9.2";"";"";"";"";"";""
"10.11.2010 10:00";"9.3";"739.6";"755.0";"";"89";"Ветер, дующий с юга";"4";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"8.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"4.0";"7.6";"Следы осадков";"12";"";"";"";""
"10.11.2010 07:00";"8.4";"739.6";"755.1";"";"93";"Ветер, дующий с юга";"5";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"4.0";"7.3";"Следы осадков";"12";"";"";"";""
"10.11.2010 04:00";"9.0";"740.1";"755.6";"";"92";"Ветер, дующий с юго-юго-востока";"4";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"4.0";"7.7";"";"";"";"";"";""
"10.11.2010 01:00";"10.2";"740.1";"755.6";"";"90";"Ветер, дующий с юга";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"8.6";"";"";"";"";"";""
"09.11.2010 22:00";"9.8";"739.5";"755.0";"";"92";"Ветер, дующий с юга";"2";"";"";"100%.";"Дымка. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"9.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"8.6";"9.0";"12";"";"";"";""
"09.11.2010 19:00";"9.2";"738.8";"754.2";"";"96";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"8.6";"9.0";"12";"";"";"";""
"09.11.2010 16:00";"8.8";"738.1";"753.5";"";"96";"Ветер, дующий с юга";"3";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"8.2";"";"";"";"";"";""
"09.11.2010 13:00";"7.9";"737.2";"752.8";"";"97";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"7.5";"";"";"";"";"";""
"09.11.2010 10:00";"7.6";"738.3";"753.8";"";"93";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"2.9";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"200-300";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"6.5";"0.4";"12";"";"";"";""
"09.11.2010 07:00";"6.8";"739.2";"754.8";"";"91";"Ветер, дующий с юга";"4";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"5.5";"0.4";"12";"";"";"";""
"09.11.2010 04:00";"5.6";"739.6";"755.2";"";"92";"Ветер, дующий с юга";"4";"";"";"100%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"300-600";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"4.4";"";"";"";"";"";""
"09.11.2010 01:00";"5.0";"740.4";"756.1";"";"94";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"300-600";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"4.1";"";"";"";"";"";""
"08.11.2010 22:00";"3.6";"741.4";"757.4";"";"91";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"3.3";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"300-600";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"2.3";"0.3";"12";"";"";"";""
"08.11.2010 19:00";"2.9";"743.1";"759.0";"";"89";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"300-600";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"1.3";"0.3";"12";"";"";"";""
"08.11.2010 16:00";"3.1";"744.4";"760.4";"";"84";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"0.7";"";"";"";"";"";""
"08.11.2010 13:00";"1.6";"745.0";"761.1";"";"92";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"70 – 80%.";"200-300";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"4.0";"0.5";"";"";"";"";"";""
"08.11.2010 10:00";"-0.6";"744.7";"760.9";"";"92";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-1.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"4.0";"-1.8";"Следы осадков";"12";"";"";"";""
"08.11.2010 07:00";"-1.0";"743.7";"759.9";"";"93";"Ветер, дующий с юго-запада";"2";"";"";"40%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"20–30%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"4.0";"-2.0";"Следы осадков";"12";"";"";"";""
"08.11.2010 04:00";"0.9";"742.4";"758.5";"";"94";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"0.1";"";"";"";"";"";""
"08.11.2010 01:00";"1.4";"740.9";"757.0";"";"94";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"0.6";"";"";"";"";"";""
